 0,    1,  1,  1,  2, 10,  0,          ,     ,     ,  0, 18.0,  0.0,   904.0,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1,  2,  2,  2, 10,  0,          ,     ,     ,  0, 18.0,  0.0,   904.0,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1,  3,  1,  1,  2,  0,          ,     ,     ,  1, 50.0,  2.0,  1258.0,  1258.0,     0.0,     0.0,    0,  0.0,268.2,0,0,  0.0,                    ,                    
 0,    1,  4,  1,  1,  2,  0,          ,     ,     ,  2, 50.0,  3.0,  2265.0,  2265.0,     0.0,     0.0,    0,  0.0,268.2,0,0,  0.0,                    ,                    
 0,    1,  5,  1,  1,  3,  0,          ,     ,     ,  1,  9.0,  2.0,  4540.0,  4540.0,     0.0,     0.0,    0,  0.0, 51.0,0,0,  0.0,                    ,                    
 0,    1,  6,  1,  2, 10,  0,          ,     ,     ,  0, 18.0,  0.0,  5243.5,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1,  7,  2,  2, 10,  0,          ,     ,     ,  0, 18.0,  0.0,  5243.5,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1,  8,  3,  2, 10,  0,          ,     ,     ,  0,135.0,  0.0,  6522.0,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1,  9,  4,  2, 10,  0,          ,     ,     ,  0,135.0,  0.0,  6522.0,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1, 10,  1,  2, 10,  0,          ,     ,     ,  0, 18.0,  0.0,  6622.0,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1, 11,  2,  2, 10,  0,          ,     ,     ,  0, 18.0,  0.0,  6622.0,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1, 12,  1,  1,  3,  0,          ,     ,     ,  0,  9.0,  3.0,  6816.0,  6816.0,     0.0,     0.0,    0,  0.0, 51.0,0,0,  0.0,                    ,                    
 0,    1, 13,  1,  1, 20,  0,          ,     ,     ,  0,  0.0,  0.0,  7016.0,  7016.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  1,  1,  2, 10,  0,          ,     ,     ,  0, 18.0,  0.0,   904.0,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  2,  2,  2, 10,  0,          ,     ,     ,  0, 18.0,  0.0,   904.0,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  3,  1,  1,  2,  0,          ,     ,     ,  1, 50.0,  2.0,  1258.0,  1258.0,     0.0,     0.0,    0,  0.0,268.2,0,0,  0.0,                    ,                    
 0,    3,  4,  1,  1,  2,  0,          ,     ,     ,  2, 50.0,  3.0,  2265.0,  2265.0,     0.0,     0.0,    0,  0.0,268.2,0,0,  0.0,                    ,                    
 0,    3,  5,  1,  1,  3,  0,          ,     ,     ,  1,  9.0,  2.0,  4540.0,  4540.0,     0.0,     0.0,    0,  0.0, 51.0,0,0,  0.0,                    ,                    
 0,    3,  6,  1,  2, 10,  0,          ,     ,     ,  0, 18.0,  0.0,  6622.0,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  7,  2,  2, 10,  0,          ,     ,     ,  0, 18.0,  0.0,  6622.0,     0.0,   475.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  8,  1,  1,  3,  0,          ,     ,     ,  0,  9.0,  3.0,  6816.0,  6816.0,     0.0,     0.0,    0,  0.0, 51.0,0,0,  0.0,                    ,                    
 0,    3,  9,  1,  1, 20,  0,          ,     ,     ,  0,  0.0,  0.0,  7016.0,  7016.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
