 0,    2,  1,  0,  0,  0,  0,          ,     ,     ,  0,  0.0,  0.0,  1400.0,     0.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  1,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  1.5,  1464.5,  1464.5,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    3,  2,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  2.0,  2934.5,  2934.5,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    3,  3,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  1.5,  4408.0,  4408.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    3,  4,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,     0.0,   500.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    5,  1,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  1.5,  1464.5,  1464.5,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    5,  2,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  2.0,  2934.5,  2934.5,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    5,  3,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  1.5,  4408.0,  4408.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    5,  4,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,     0.0,   500.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    6,  1,  1,  1,  2,  1,SN490B    ,B    ,     ,  1, 28.0,  2.5,  1113.5,  1113.5,     0.0,  -100.0,    0,  0.0, 11.2,0,0,  0.0,                    ,                    
 0,    6,  2,  1,  1,  2,  1,SN490B    ,B    ,     ,  2, 28.0,  2.0,  1516.5,  1516.5,     0.0,   100.0,    0,  0.0, 11.2,0,0,  0.0,                    ,                    
 0,    6,  3,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  2.0,  2964.5,  2964.5,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    6,  4,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  1.5,  4408.0,  4408.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    6,  5,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,     0.0,   500.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    6,  6,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,   613.5,  1113.5,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    6,  7,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,  1113.5,  1516.5,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    6,  8,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,  1516.5,  2016.5,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    7,  1,  1,  1,  2,  1,SN490B    ,B    ,     ,  1, 28.0,  2.5,  1113.5,  1113.5,     0.0,  -100.0,    0,  0.0, 11.2,0,0,  0.0,                    ,                    
 0,    7,  2,  1,  1,  2,  1,SN490B    ,B    ,     ,  2, 28.0,  2.0,  1516.5,  1516.5,     0.0,   100.0,    0,  0.0, 11.2,0,0,  0.0,                    ,                    
 0,    7,  3,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  2.0,  2964.5,  2964.5,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    7,  4,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  1.5,  4408.0,  4408.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    7,  5,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,     0.0,   500.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    7,  6,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,   613.5,  1113.5,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    7,  7,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,  1113.5,  1516.5,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    7,  8,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,  1516.5,  2016.5,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,   10,  1,  1,  1,  2,  1,SN490B    ,B    ,     ,  1, 28.0,  2.5,  1113.5,  1113.5,     0.0,  -100.0,    0,  0.0, 11.2,0,0,  0.0,                    ,                    
