 0,    1,  1,  1,  1,  1,  1,SN490B    ,     ,     ,  1, 19.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0, 45.0,0,0,  0.0,                    ,                    
 0,    1,  2,  1,  1,  2,  8,TMCP385B  ,B    ,     ,  2, 25.0,  1.5,   627.5,   627.5,     0.0,   100.0,    0,  0.0, 54.4,0,0,  0.0,                    ,                    
 0,    1,  3,  1,  1,  2,  8,TMCP385B  ,B    ,     ,  2, 50.0,  2.0,   828.0,   828.0,     0.0,   100.0,    0,  0.0,108.8,0,0,  0.0,                    ,                    
 0,    1,  4,  1,  1,  3,  5,SS400     ,     ,     ,  1,  9.0,  3.0,  2164.0,  2164.0,     0.0,     0.0,    0,  0.0, 21.3,0,0,  0.0,                    ,                    
 0,    1,  5,  1,  1,  3,  5,SS400     ,     ,     ,  2,  9.0,  2.0,  3564.0,  3564.0,     0.0,     0.0,    0,  0.0, 21.3,0,0,  0.0,                    ,                    
 0,    1,  7,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,     0.0,   627.5,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1,  8,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,   627.5,   828.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1,  9,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,   828.0,  1328.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    2,  1,  1,  1,  2,  8,TMCP385B  ,B    ,*    ,  1, 50.0,  2.0,   500.0,   500.0,     0.0,     0.0,    0,  0.0, 10.2,0,0,  0.0,                    ,                    
 0,    3,  1,  1,  1,  2,  8,TMCP385B  ,A    ,     ,  2, 50.0,  2.0,   500.0,   500.0,     0.0,     0.0,    0,  0.0, 11.5,0,0,  0.0,                    ,                    
 0,    4,  1,  1,  1,  2,  8,TMCP385B  ,A    ,     ,  2, 50.0,  2.0,   500.0,   500.0,     0.0,     0.0,    0,  0.0, 11.5,0,0,  0.0,                    ,                    
