 0,    1,  1,  1,  1,  3,  5,SS400     ,     ,     ,  1,  9.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    1,  2,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,     0.0,   576.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    2,  1,  1,  1,  3,  5,SS400     ,     ,     ,  1,  9.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    2,  2,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,     0.0,   576.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  1,  1,  1,  3,  5,SS400     ,     ,     ,  1,  9.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    4,  1,  1,  1,  3,  5,SS400     ,     ,     ,  1,  9.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    5,  1,  1,  1,  3,  5,SS400     ,     ,     ,  1,  9.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    5,  2,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,     0.0,   533.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    6,  1,  1,  1,  3,  5,SS400     ,     ,     ,  1,  9.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    6,  2,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,     0.0,   533.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    7,  1,  1,  1,  3,  5,SS400     ,     ,     ,  1,  9.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,  4.4,0,0,  0.0,                    ,                    
 0,    7,  2,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,     0.0,  1126.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
