 1,  1,    5,C1                            ,1                             ,A                             ,                              ,    1,íå        ,    1,SN490B    ,    1,SN490B    ,   30,BÅ†       ,12000,12000,  280,  250,    0,    0,BÅ†-1200x1200x28x25 ,  3610.0,    1,    0,  3527.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/03/03 09:51:39,                                                  ,2026/07/17 08:34:54 
 1,  2,    1,C2                            ,2                             ,B                             ,                              ,    1,íå        ,    1,SN490B    ,    1,SN490B    ,   30,BÅ†       ,12000,12000,  280,  250,    0,    0,BÅ†-1200x1200x28x25 ,  3410.0,    5,    2, 16660.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/03/03 09:51:39,                                                  ,2026/07/17 08:34:54 
 1,  3,    2,C3                            ,3                             ,C                             ,                              ,    1,íå        ,    1,SN490B    ,    1,SN490B    ,   30,BÅ†       ,10000,10000,  240,  260,    0,    0,BÅ†-1000x1000x24x26 ,  5010.0,    1,    1,  3833.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/03/03 09:51:39,                                                  ,2026/07/17 08:34:54 
 1,  4,    3,G1                            ,4                             ,D                             ,                              ,    2,ëÂó¿      ,    1,SN490B    ,    1,SN490B    ,    4,BH        ,12000, 2500,  250,  280,    0,    0,BH-1200x250x25x28   ,  3880.0,    1,    1,  1296.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/03/03 09:51:39,                                                  ,2026/07/17 08:34:54 
 1,  5,    4,G2                            ,5                             ,E                             ,                              ,    2,ëÂó¿      ,    1,SN490B    ,    1,SN490B    ,    4,BH        ,14000, 4000,  200,  220,    0,    0,BH-1400x400x20x22   ,  4400.0,    1,    1,  1545.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/03/03 09:51:39,                                                  ,2026/07/17 08:34:54 
 1,  6,    7,G4                            ,6                             ,F                             ,                              ,    2,ëÂó¿      ,    1,SN490B    ,    1,SN490B    ,    4,BH        ,14000, 4000,  200,  220,    0,    0,BH-1400x400x20x22   ,  4400.0,    1,    1,  1545.0,    0,    0,  0.0,  0.0, 45.0,  0.0,                    ,  0.0,  0.0, 45.0,  0.0,                    ,    0,  0.0,2026/06/08 14:00:42,                                                  ,2026/07/17 08:34:54 
 1,  7,    6,G3                            ,7                             ,G                             ,                              ,    2,ëÂó¿      ,    1,SN490B    ,    1,SN490B    ,    4,BH        ,14000, 4000,  200,  220,    0,    0,BH-1400x400x20x22   ,  4400.0,    1,    1,  1545.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/06/08 13:58:22,                                                  ,2026/07/17 08:34:54 
 1,  9,    8,C10                           ,8                             ,                              ,                              ,    1,íå        ,    1,SN490B    ,    1,SN490B    ,   30,BÅ†       ,14000,14000,  300,  320,    0,    0,BÅ†-1400x1400x30x32 ,  3700.0,    1,    0,  4933.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/06/08 14:04:55,                                                  ,2026/07/17 08:34:54 
 1, 10,    9,C11                           ,9                             ,                              ,                              ,    1,íå        ,    1,SN490B    ,    2,SN490C    ,   30,BÅ†       ,14000,14000,  300,  320,    0,    0,BÅ†-1400x1400x30x32 ,  3700.0,    1,    0,  4933.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/06/08 14:16:31,                                                  ,2026/07/17 08:34:54 
 1, 11,   11,C12                           ,10                            ,                              ,                              ,    1,íå        ,    1,SN490B    ,    3,TMCP325B  ,   30,BÅ†       ,14000,14000,  300,  320,    0,    0,BÅ†-1400x1400x30x32 ,  3700.0,    1,    0,  4933.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/06/08 14:16:48,                                                  ,2026/07/17 08:34:54 
