 1,  1,    2,5CC6-8-A                      ,5C-30                         ,A                             ,C6                            ,    1,íå        ,    2,SN490C    ,    2,SN490C    ,   30,BÅ†       , 3000, 3000,  250,  250,    0,    0,BÅ†-300x300x25x25   ,   538.0,    1,    1,   117.0,    0,    0,  0.0,  0.0, 35.0,  0.0,                    ,  0.0,  0.0, 35.0,  0.0,                    ,    1,  1.0,          ,                                                  ,2026/07/16 13:23:04 
 1,  2,    3,5CC6-8-1                      ,5C-30                         ,A                             ,C6                            ,    1,íå        ,    2,SN490C    ,    2,SN490C    ,   30,BÅ†       , 3000, 3000,  250,  250,    0,    0,BÅ†-300x300x25x25   ,  4558.0,    1,    1,   985.0,    0,    0,  0.0,  0.0, 35.0,  0.0,                    ,  0.0,  0.0, 35.0,  0.0,                    ,    1,  0.0,          ,                                                  ,2026/07/16 14:21:01 
 1,  3,    4,5CC6-10-A                     ,5C-32                         ,A                             ,C6                            ,    1,íå        ,    2,SN490C    ,    2,SN490C    ,   30,BÅ†       , 3000, 3000,  250,  250,    0,    0,BÅ†-300x300x25x25   ,   538.0,    1,    1,   117.0,    0,    0,  0.0,  0.0, 35.0,  0.0,                    ,  0.0,  0.0, 35.0,  0.0,                    ,    2,  1.0,          ,                                                  ,2026/07/16 14:23:50 
 1,  4,    5,5CC6-10-1                     ,5C-32                         ,A                             ,C6                            ,    1,íå        ,    2,SN490C    ,    2,SN490C    ,   30,BÅ†       , 3000, 3000,  250,  250,    0,    0,BÅ†-300x300x25x25   ,  4558.0,    1,    1,   985.0,    0,    0,  0.0,  0.0, 35.0,  0.0,                    ,  0.0,  0.0, 35.0,  0.0,                    ,    2,  0.0,          ,                                                  ,2026/07/16 14:24:32 
 1,  5,    6,5CC6-9-L1                     ,5C-31                         ,A                             ,C6                            ,    1,íå        ,    2,SN490C    ,    2,SN490C    ,   30,BÅ†       , 3000, 3000,  250,  250,    0,    0,BÅ†-300x300x25x25   ,  4558.0,    1,    1,   985.0,    0,    0,  0.0,  0.0, 35.0,  0.0,                    ,  0.0,  0.0, 35.0,  0.0,                    ,    3,  0.0,          ,                                                  ,2026/07/16 14:40:51 
 1,  6,    7,5CC6-9-R1                     ,5C-31                         ,A                             ,C6                            ,    1,íå        ,    2,SN490C    ,    2,SN490C    ,   30,BÅ†       , 3000, 3000,  250,  250,    0,    0,BÅ†-300x300x25x25   ,  4558.0,    1,    1,   985.0,    0,    0,  0.0,  0.0, 35.0,  0.0,                    ,  0.0,  0.0, 35.0,  0.0,                    ,    4,  0.0,          ,                                                  ,2026/07/16 14:46:57 
 1,  7,    8,5CC7-11-LB                    ,5C-43                         ,A                             ,C7                            ,    1,íå        ,    2,SN490C    ,    2,SN490C    ,   30,BÅ†       , 3000, 3000,  250,  250,    0,    0,BÅ†-300x300x25x25   ,   157.0,    1,    1,    34.0,    0,    0,  0.0,  0.0, 35.0,  0.0,                    ,  0.0,  0.0, 35.0,  0.0,                    ,    5,  0.0,          ,                                                  ,2026/07/16 14:48:33 
 1,  8,    9,5CC7-11-LA                    ,5C-43                         ,A                             ,C7                            ,    1,íå        ,    2,SN490C    ,    2,SN490C    ,   30,BÅ†       , 3000, 3000,  250,  250,    0,    0,BÅ†-300x300x25x25   ,   330.0,    1,    1,    72.0,    0,    0,  0.0,  0.0, 35.0,  0.0,                    ,  0.0,  0.0, 35.0,  0.0,                    ,    5,  1.0,          ,                                                  ,2026/07/16 14:49:22 
 1,  9,   10,5CC7-11-L1                    ,5C-43                         ,A                             ,C7                            ,    1,íå        ,    2,SN490C    ,    2,SN490C    ,   30,BÅ†       , 3000, 3000,  250,  250,    0,    0,BÅ†-300x300x25x25   ,  4558.0,    1,    1,   985.0,    0,    0,  0.0,  0.0, 35.0,  0.0,                    ,  0.0,  0.0, 35.0,  0.0,                    ,    5,  0.0,          ,                                                  ,2026/07/16 14:49:50 
 1, 10,   11,5CC7-11-RB                    ,5C-43                         ,A                             ,C7                            ,    1,íå        ,    2,SN490C    ,    2,SN490C    ,   30,BÅ†       , 3000, 3000,  250,  250,    0,    0,BÅ†-300x300x25x25   ,   157.0,    1,    1,    34.0,    0,    0,  0.0,  0.0, 35.0,  0.0,                    ,  0.0,  0.0, 35.0,  0.0,                    ,    6,  0.0,          ,                                                  ,2026/07/16 14:57:58 
