 0,    1,  1,  1,  1,  1,  1,SN490B    ,B    ,*    ,  1, 19.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,117.9,0,0,  0.0,                    ,                    
 0,    1,  2,  1,  1, 20,  0,          ,     ,     ,  0,  0.0,  2.0,  2092.0,  2092.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1,  3,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,  1592.0,  2092.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    2,  1,  1,  1,  1,  1,SN490B    ,B    ,*    ,  1, 19.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,117.9,0,0,  0.0,                    ,                    
 0,    2,  2,  1,  1, 20,  0,          ,     ,     ,  0,  0.0,  2.0,  2092.0,  2092.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    2,  3,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,  1592.0,  2092.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  1,  1,  1,  1,  1,SN490B    ,B    ,*    ,  1, 19.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,117.9,0,0,  0.0,                    ,                    
 0,    3,  2,  1,  1, 20,  0,          ,     ,     ,  0,  0.0,  3.0,  2392.0,  2392.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  3,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,  1892.0,  2392.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    4,  1,  1,  1,  1,  1,SN490B    ,B    ,*    ,  1, 19.0,  0.0,     0.0,     0.0,     0.0,     0.0,    0,  0.0,117.9,0,0,  0.0,                    ,                    
 0,    4,  2,  1,  1, 20,  0,          ,     ,     ,  0,  0.0,  2.0,  2392.0,  2392.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    4,  3,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,  1892.0,  2392.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
