 0,    1,  1,  1,  1,  1,  1,SN490B    ,     ,     ,  1, 22.0,  0.0,   100.0,   100.0,     0.0,     0.0,    0,  0.0, 53.4,0,0,  0.0,                    ,                    
 0,    1,  2,  2,  2,  2,  1,SN490B    ,     ,     ,  2, 24.0,  0.0,   400.0,   400.0,     0.0,     0.0,    0,  0.0, 58.2,0,0,  0.0,                    ,                    
 0,    1,  3,  3,  1,  3,  1,SN490B    ,     ,     ,  2, 22.0,  0.0,   620.0,   620.0,     0.0,     0.0,    0,  0.0, 53.4,0,0,  0.0,                    ,                    
 0,    1,  4,  4,  1,  4,  1,SN490B    ,     ,     ,  2, 22.0,  0.0,  1000.0,     0.0,     0.0,     0.0,    0,  0.0,  9.6,0,0,  0.0,                    ,                    
 0,    1,  6,  3,  2, 10,  0,          ,     ,     ,  0, 28.0,  0.0,   200.0,     0.0,   300.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1,  7,  3,  2, 10,  0,          ,     ,     ,  0, 28.0,  0.0,   250.0,     0.0,   300.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    1,  9,  1,  1,  4,  1,SN490B    ,     ,     ,  0, 24.0,  0.0,  1880.0,     0.0,   300.0,     0.0,    0,  0.0, 69.1,0,0,  0.0,                    ,                    
 0,    1, 10,  2,  2,  1,  1,SN490B    ,     ,     ,  2, 22.0,  0.0,  4780.0,  4780.0,     0.0,     0.0,    0,  0.0, 53.4,0,0,  0.0,                    ,                    
 0,    3,  1,  3,  2, 10,  0,          ,     ,     ,  0, 20.0,  0.0,   500.0,     0.0,   500.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  2,  3,  2, 10,  0,          ,     ,     ,  0, 20.0,  0.0,   500.0,     0.0,   800.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  3,  3,  2, 10,  0,          ,     ,     ,  0, 20.0,  0.0,  2350.0,     0.0,   500.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    3,  4,  3,  2, 10,  0,          ,     ,     ,  0, 20.0,  0.0,  2350.0,     0.0,   800.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,   14,  1,  1,  1,  1,  0,          ,     ,     ,  1, 24.0,  0.0,   250.0,     0.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,   14,  2,  3,  2,  5,  0,          ,     ,     ,  0,400.0,  0.0,   800.0,     0.0,   500.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
