 1,  1,    1,C1                            ,1                             ,C                             ,                              ,    1,柱        ,    1,SN490B    ,    1,SN490B    ,   30,B□       , 3000, 3000,  240,  240,    0,    0,B□-300x300x24x24   ,  1000.0,   10,    3,  2080.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    3,  0.0,2026/03/12 14:35:24,                                                  ,2026/07/17 08:35:26 
 1,  2,    2,C2                            ,1                             ,D                             ,                              ,    1,柱        ,    1,SN490B    ,    1,SN490B    ,   30,B□       , 3000, 3000,  240,  240,    0,    0,B□-300x300x24x24   ,  1200.0,    6,    3,  1500.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    4,  0.0,2026/03/12 14:35:24,                                                  ,2026/07/17 08:35:26 
 1,  3,    3,C3                            ,2                             ,                              ,                              ,    1,柱        ,    1,SN490B    ,    1,SN490B    ,   30,B□       , 4000, 4000,  260,  260,    0,    0,B□-400x400x26x26   ,   800.0,   12,    0,  2928.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/03/12 14:35:24,                                                  ,2026/07/17 08:35:26 
 1,  4,    4,C4                            ,3                             ,                              ,                              ,    1,柱        ,    1,SN490B    ,    1,SN490B    ,   30,B□       , 5000, 5000,  280,  280,    0,    0,B□-500x500x28x28   ,  2000.0,    8,    8,  6640.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/03/12 14:35:24,                                                  ,2026/07/17 08:35:26 
 1,  5,    7,TK1                           ,4                             ,A                             ,                              ,    5,タイコ    ,    1,SN490B    ,    1,SN490B    ,   30,B□       , 6000, 6000,  220,  220,    0,    0,B□-600x600x22x22   ,   600.0,    8,    3,  1920.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    1,  0.0,2026/03/12 14:36:55,                                                  ,2026/07/17 08:35:26 
 1,  6,    8,TK2                           ,4                             ,B                             ,                              ,    5,タイコ    ,    1,SN490B    ,    1,SN490B    ,   30,B□       , 6000, 6000,  220,  220,    0,    0,B□-600x600x22x22   ,   650.0,    8,    8,  2080.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0, 45.0,  0.0,                    ,    2,  0.0,2026/03/12 14:36:55,                                                  ,2026/07/17 08:35:26 
 1,  7,   12,TK3                           ,4                             ,E                             ,                              ,    5,タイコ    ,    1,SN490B    ,    1,SN490B    ,   30,B□       , 6000, 6000,  220,  220,    0,    0,B□-600x600x22x22   ,   500.0,   10,    3,  2000.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    5,  0.0,2026/03/23 16:43:41,                                                  ,2026/07/17 08:35:26 
 1,  8,   13,TK4                           ,4                             ,F                             ,                              ,    5,タイコ    ,    1,SN490B    ,    1,SN490B    ,   30,B□       , 6000, 6000,  220,  220,    0,    0,B□-600x600x22x22   ,   660.0,   10,    2,  2640.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    6,  0.0,2026/03/23 16:43:41,                                                  ,2026/07/17 08:35:26 
 1,  9,    9,G1                            ,5                             ,                              ,                              ,    2,大梁      ,    1,SN490B    ,    1,SN490B    ,    4,BH        ,12000, 3000,  240,  280,    0,    0,BH-1200x300x24x28   ,  1800.0,   10,   10,  6250.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/03/12 14:38:33,                                                  ,2026/07/17 08:35:26 
 1, 10,   10,G2                            ,5                             ,                              ,                              ,    2,大梁      ,    1,SN490B    ,    1,SN490B    ,    4,BH        ,12000, 3500,  240,  260,    0,    0,BH-1200x350x24x26   ,  2200.0,   10,    0,  7900.0,    0,    0,  0.0,  0.0,  0.0,  0.0,                    ,  0.0,  0.0,  0.0,  0.0,                    ,    0,  0.0,2026/03/12 14:38:33,                                                  ,2026/07/17 08:35:26 
