 0,    6,  1,  3,  1,  2,  8,TMCP385B  ,A    ,*    ,  1, 50.0,  2.0,  1000.0,  1000.0,     0.0,   200.0,    0,  0.0,327.0,0,0,  0.0,                    ,                    
 0,    6,  3,  3,  1,  3,  5,SS400     ,     ,     ,  2, 50.0,  2.0,  2000.0,  2000.0,     0.0,     0.0,    0,  0.0,343.9,0,0,  0.0,                    ,                    
 0,    6,  4,  3,  4, 10,  0,          ,     ,     ,  0, 50.0,  0.0,  2500.0,     0.0,   500.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    8,  1,  3,  1,  2,  8,TMCP385B  ,B    ,*    ,  1, 50.0,  1.0,  1000.0,   600.0,     0.0,     0.0,    0,  0.0,283.2,0,0,  0.0,                    ,                    
 0,    8,  2,  1,  1,  2,  8,TMCP385B  ,A    ,*    ,  1, 50.0,  1.0,  2000.0,  2000.0,     0.0,     0.0,    0,  0.0,268.2,0,0,  0.0,                    ,                    
 0,    8,  3,  3,  2,  4,  7,SN400C    ,A    ,     ,  1, 12.0,  0.0,   300.0,     0.0,   200.0,     0.0,    0,  0.0, 40.0,0,1,500.0,                    ,                    
 0,    8,  4,  4,  2,  4,  7,SN400C    ,C    ,     ,  1, 12.0,  0.0,  1500.0,     0.0,   300.0,     0.0,    0,  0.0, 40.0,0,2,500.0,                    ,                    
 0,    8,  5,  1,  1, 30,  0,          ,     ,     ,  0,  0.0,  0.0,  1800.0,  3000.0,     0.0,     0.0,    0,  0.0,  0.0,0,0,  0.0,                    ,                    
 0,    9,  1,  3,  1,  2,  8,TMCP385B  ,A    ,     ,  1, 50.0,  2.0,  1000.0,  1000.0,     0.0,     0.0,    0,  0.0,151.5,0,0,  0.0,                    ,                    
 0,    9,  2,  1,  1,  2,  8,TMCP385B  ,B    ,     ,  1, 50.0,  2.0,  2000.0,  2000.0,     0.0,     0.0,    0,  0.0,151.5,0,0,  0.0,                    ,                    
